FID,Shape *,LAB_REF,C14AGE,C14_STANDA,Period,COUNTY,Country,C14_MATERIAL,SITE_NAME,Overall context,C14_TAXON_,SPECIES_TR,MUNICIPALI,LATITUDE,LONGITUDE,Bioregion
2666,Point,Tua-2949,1845,53,1-200 AD,Vestfold,Norway,Charcoal,Jarlsberg hovedgård,Other,Betula,Betula,Tønsberg,59.2833,10.3833,Boreal
2667,Point,T-12420,1897,53,1-200 AD,Akershus,Norway,Charcoal,Garder,Other,Pinus,Pinus,Ullensaker,60.1833,11.05,Boreal
2668,Point,T-12421,840,53,1200-1400 AD,Akershus,Norway,Charcoal,Garder,Other,"Betula, Pinus",Betula,Ullensaker,60.1833,11.05,Boreal
2669,Point,T-12421,840,53,1200-1400 AD,Akershus,Norway,Charcoal,Garder,Other,"Betula, Pinus",Pinus,Ullensaker,60.1833,11.05,Boreal
2670,Point,T-9213,572,53,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden,Other,Betula,Betula,Bykle,59.5667,7.3833,Alpine
2671,Point,Ua-44687,576,53,1200-1400 AD,Oppland,Norway,Charcoal,Odenrud II,Other,Pinus,Pinus,Sør-Fron,61.551,9.88,Boreal
2672,Point,T-12558,770,53,1200-1400 AD,Hedmark,Norway,Charcoal,Nyeggen,Other,Pinus,Pinus,Alvdal,62.0667,10.6667,Alpine
2673,Point,Tua-1684,564,53,1200-1400 AD,Buskerud,Norway,Wood,Uvdal stavkirke,Other,Pinus,Pinus,Nore og Uvdal,60.2667,8.75,Alpine
2674,Point,Ua-44688,390,53,1400-1600 AD,Oppland,Norway,Charcoal,Odenrud II,Other,Pinus,Pinus,Sør-Fron,61.551,9.88,Boreal
2675,Point,T-15094,3168,53,1600-1400 BC,Buskerud,Norway,Charcoal,Bråten,Other,Pinus,Pinus,Ringerike,60.1667,10.2167,Boreal
2676,Point,Tua-2441,2251,53,400-200 BC,Vest-Agder,Norway,Charcoal,Hausvik,Other,Pinus,Pinus,Lyngdal,58.0507,6.9905,Atlantic
2677,Point,Tua-3548,1524,53,400-600 AD,Østfold,Norway,Charcoal,Evje,Settlement site,"Betula, Corylus",Betula,Rygge,59.3667,10.6833,Boreal
2678,Point,Tua-3548,1524,53,400-600 AD,Østfold,Norway,Charcoal,Evje,Settlement site,"Betula, Corylus",Corylus,Rygge,59.3667,10.6833,Boreal
2679,Point,T-12610,1646,53,400-600 AD,Akershus,Norway,Charcoal,Venjar,Other,Betula,Betula,Eidsvoll,60.2833,11.1833,Boreal
2680,Point,T-12166,1598,53,400-600 AD,Akershus,Norway,Charcoal,Lyshaug,Other,Betula,Betula,Nannestad,60.1667,11.0667,Boreal
2681,Point,Tua-2266,1551,53,400-600 AD,Buskerud,Norway,Charcoal,Halvdanshaugen,Other,Betula,Betula,Hole,60.1,10.3,Boreal
2682,Point,T-12719,1434,53,600-800 AD,Hedmark,Norway,Charcoal,Kilde 2,Settlement site,Pinus,Pinus,Åmot,61.1333,11.3667,Boreal
2683,Point,Tua-3547,1108,53,800-1000 AD,Østfold,Norway,Charcoal,Evje,Settlement site,"Fraxinus, Prunus, Sorbus",Sorbus,Rygge,59.3667,10.6833,Boreal
2684,Point,Tua-3547,1108,53,800-1000 AD,Østfold,Norway,Charcoal,Evje,Settlement site,"Fraxinus, Prunus, Sorbus",Fraxinus,Rygge,59.3667,10.6833,Boreal
2685,Point,Tua-3547,1108,53,800-1000 AD,Østfold,Norway,Charcoal,Evje,Settlement site,"Fraxinus, Prunus, Sorbus",Prunus,Rygge,59.3667,10.6833,Boreal
2686,Point,T-9216,1082,53,800-1000 AD,Aust-Agder,Norway,Charcoal,Hovden,Other,Pinus,Pinus,Bykle,59.5667,7.3833,Alpine
2687,Point,T-8504,874,52,1000-1200 AD,Aust-Agder,Norway,Charcoal,Hovden I,Iron production site,Betula,Betula,Bykle,59.5667,7.3667,Alpine
2688,Point,T-9601,806,52,1000-1200 AD,Oppland,Norway,Charcoal,Nordsetra,Iron production site,Betula,Betula,Tesse,61.8,8.9167,Alpine
2689,Point,T-10477,945,52,1000-1200 AD,Hedmark,Norway,Charcoal,Stormoen,Other,Pinus,Pinus,Alvdal,62.0833,10.65,Alpine
2690,Point,T-15810,2758,52,1000-800 BC,Vestfold,Norway,Charcoal,Råstad Nordre,Other,"Betula, Populus",Betula,Stokke,59.2167,10.35,Boreal
2691,Point,T-15086,2712,52,1000-800 BC,Buskerud,Norway,Charcoal,Bråten,Other,Pinus,Pinus,Ringerike,60.1667,10.2167,Boreal
2692,Point,T-15474,1952,52,1-200 AD,Vestfold,Norway,Charcoal,Våle prestegård,Other,Quercus,Quercus,Våle,59.4167,10.2833,Boreal
2693,Point,T-14376,794,52,1200-1400 AD,Hedmark,Norway,Charcoal,Musli,Other,"Betula, Salix",Betula,Stange,60.75,11.1333,Boreal
2694,Point,T-14376,794,52,1200-1400 AD,Hedmark,Norway,Charcoal,Musli,Other,"Betula, Salix",Salix,Stange,60.75,11.1333,Boreal
2695,Point,T-14375,737,52,1200-1400 AD,Hedmark,Norway,Charcoal,Musli,Other,"Betula, Salix",Betula,Stange,60.75,11.1333,Boreal
2696,Point,T-14375,737,52,1200-1400 AD,Hedmark,Norway,Charcoal,Musli,Other,"Betula, Salix",Salix,Stange,60.75,11.1333,Boreal
2697,Point,T-17615,853,52,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjell,Iron production site,Picea,Picea,Åmot,61.2833,11.65,Boreal
2698,Point,T-14461,842,52,1200-1400 AD,Buskerud,Norway,Charcoal,Hemsedal skisenter,Iron production site,Pinus,Pinus,Hemsedal,60.8667,8.5167,Alpine
2699,Point,T-17621,748,52,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjell,Iron production site,Picea,Picea,Åmot,61.2833,11.65,Boreal
2700,Point,T-17657,857,52,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjell,Iron production site,Pinus,Pinus,Åmot,61.2833,11.65,Boreal
2701,Point,T-17625,773,52,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjell,Iron production site,Pinus,Pinus,Åmot,61.2833,11.65,Boreal
2702,Point,Tua-3422,654,52,1200-1400 AD,Oppland,Norway,Charcoal,Nerby søndre,Other,Pinus,Pinus,Søndre Land,60.7667,10.85,Boreal
2703,Point,T-15229,1761,52,200-400 AD,Akershus,Norway,Charcoal,Moer Nordre,Other,"Betula, Corylus",Betula,Ås,59.65,10.8,Boreal
2704,Point,T-15229,1761,52,200-400 AD,Akershus,Norway,Charcoal,Moer Nordre,Other,"Betula, Corylus",Corylus,Ås,59.65,10.8,Boreal
2705,Point,T-15218,1730,52,200-400 AD,Akershus,Norway,Charcoal,Moer Nordre,Other,Salix/Populus,Salix,Ås,59.65,10.8,Boreal
2706,Point,T-15217,2237,52,400-200 BC,Akershus,Norway,Charcoal,Moer Nordre,Other,"Betula, Corylus",Betula,Ås,59.65,10.8,Boreal
2707,Point,T-15217,2237,52,400-200 BC,Akershus,Norway,Charcoal,Moer Nordre,Other,"Betula, Corylus",Corylus,Ås,59.65,10.8,Boreal
2708,Point,T-10820,1598,52,400-600 AD,Akershus,Norway,Charcoal,Ukuset 1,Other,"Betula, Pinus,",Betula,Ullensaker,60.1333,11.25,Boreal
2709,Point,T-10820,1598,52,400-600 AD,Akershus,Norway,Charcoal,Ukuset 1,Other,"Betula, Pinus,",Pinus,Ullensaker,60.1333,11.25,Boreal
2710,Point,T-15225,1569,52,400-600 AD,Akershus,Norway,Charcoal,Moer Nordre,Other,Betula,Betula,Ås,59.65,10.8,Boreal
2711,Point,T-12971,1551,52,400-600 AD,Hedmark,Norway,Charcoal,Helsingbakken 1,Other,Pinus,Pinus,Åmot,62.1667,11.4,Alpine
2712,Point,Tua-6936,6380,52,5400-5200 BC,Østfold,Norway,Charcoal,Opstad,Other,Corylus,Corylus,Sarpsborg,59.2833,11.0667,Boreal
2713,Point,T-12675,2417,52,600-400 BC,Hedmark,Norway,Charcoal,Persmyrkoia,Other,Pinus,Pinus,Åmot,61.2,11.45,Boreal
2714,Point,T-13042,1236,52,600-800 AD,Buskerud,Norway,Charcoal,Lundestad,Iron production site,Pinus,Pinus,Ringerike,60.2,10.2333,Boreal
2715,Point,Ua-46951,7875,52,7000-6500 BC,Vestfold,Norway,Charcoal,Martineåsen,Other,Salix,Salix,Larvik,59.054,10.013,Boreal
2716,Point,Ua-45494,8526,52,8000-7500 BC,Vestfold,Norway,Charcoal,Hovland 4,Settlement site,Betula,Betula,Larvik,59.0786,10.0495,Boreal
2717,Point,Ua-45490,8775,52,8000-7500 BC,Vestfold,Norway,Hazel nutshell,Hovland 5,Other,Hazel nutshell,Corylus,Larvik,59.08,10.0445,Boreal
2718,Point,T-9713,790,51,1000-1200 AD,Aust-Agder,Norway,Charcoal,Hovden Fjellpark,Iron production site,Betula,Betula,Bykle,59.55,7.3333,Alpine
2719,Point,T-17652,884,51,1000-1200 AD,Hedmark,Norway,Charcoal,Gråfjell,Iron production site,Pinus,Pinus,Åmot,61.2833,11.65,Boreal
2720,Point,T-12786,2684,51,1000-800 BC,Akershus,Norway,Charcoal,Haug,Settlement site,Pinus,Pinus,Ullensaker,60.1333,11.15,Boreal
2721,Point,T-9711,674,51,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden Fjellpark,Iron production site,Betula,Betula,Bykle,59.55,7.3333,Alpine
2722,Point,T-12045,843,51,1200-1400 AD,Hedmark,Norway,Charcoal,Yglekletten 1,Iron production site,Pinus,Pinus,Åmot,61.2333,11.4167,Boreal
2723,Point,T-14271,824,51,1200-1400 AD,Hedmark,Norway,Charcoal,Hagen grustak,Other,Pinus,Pinus,Elverum,60.8333,11.6167,Boreal
2724,Point,T-19392,578,51,1200-1400 AD,Hedmark,Norway,Charcoal,C56202,Other,Pinus,Pinus,Åmot,61.2,11.45,Boreal
2725,Point,T-14182,455,51,1400-1600 AD,Buskerud,Norway,Charcoal,Bråten 48/1,Settlement site,Picea,Picea,Ringerike,60.1667,10.2167,Boreal
2726,Point,Tua-1818,435,51,1400-1600 AD,Akershus,Norway,Hazel nutshell,Vinterbro,Other,Hazel nutshell,Corylus,Ås,59.75,10.7833,Boreal
2727,Point,T-13278,2169,51,400-200 BC,Akershus,Norway,Charcoal,Mo,Other,"Pinus,Quercus",Quercus,Nittedal,60.05,10.8667,Boreal
2728,Point,T-13278,2169,51,400-200 BC,Akershus,Norway,Charcoal,Mo,Other,"Pinus,Quercus",Pinus,Nittedal,60.05,10.8667,Boreal
2729,Point,Tua-6935,6367,51,5400-5200 BC,Østfold,Norway,Charcoal,Opstad,Other,Prunus,Prunus,Sarpsborg,59.2833,11.0667,Boreal
2730,Point,Tua-6382,6336,51,5400-5200 BC,Hedmark,Norway,Charcoal,Stene,Settlement site,Pinus,Pinus,Åmot,61.2,11.45,Boreal
2731,Point,Tua-6747,6960,51,6000-5800 BC,Oppland,Norway,Charcoal,Gautsjøen,Other,Pinus,Pinus,Lesja,62.1833,8.7833,Alpine
2732,Point,Ua-45503,8376,51,7500-7000 BC,Vestfold,Norway,Charcoal,Hovland 3,Other,Betula,Betula,Larvik,59.0782,10.0482,Boreal
2733,Point,Ua-45493,8568,51,8000-7500 BC,Vestfold,Norway,Charcoal,Hovland 4,Other,Betula,Betula,Larvik,59.0786,10.0495,Boreal
2734,Point,Ua-45517,8540,51,8000-7500 BC,Vestfold,Norway,Hazel nutshell,Hovland 3,Settlement site,Hazel nutshell,Corylus,Larvik,59.0782,10.0482,Boreal
2735,Point,Beta-242413,930,50,1000-1200 AD,Hedmark,Norway,Charcoal,Sjurderud,Iron production site,"Betula, (Pinus",Betula,Våler,60.746,11.912,Boreal
2736,Point,Beta-242413,930,50,1000-1200 AD,Hedmark,Norway,Charcoal,Sjurderud,Iron production site,"Betula, (Pinus",Pinus,Våler,60.746,11.912,Boreal
2737,Point,T-3092,880,50,1000-1200 AD,Telemark,Norway,Charcoal,id 87757,Iron production site,Betula/Pinus,Betula,Vinje,59.828,8.117,Alpine
2738,Point,T-3092,880,50,1000-1200 AD,Telemark,Norway,Charcoal,id 87757,Iron production site,Betula/Pinus,Pinus,Vinje,59.828,8.117,Alpine
2739,Point,T-3093,840,50,1000-1200 AD,Telemark,Norway,Charcoal,id 87757,Iron production site,Betula/Pinus,Betula,Vinje,59.828,8.117,Alpine
2740,Point,T-14470,885,50,1000-1200 AD,Oppland,Norway,Charcoal,Menkestølen,Iron production site,Pinus/Picea,Picea,Øystre Slidre,61.184,9.06,Boreal
2741,Point,T-14470,885,50,1000-1200 AD,Oppland,Norway,Charcoal,Menkestølen,Iron production site,Pinus/Picea,Pinus,Øystre Slidre,61.184,9.06,Boreal
2742,Point,T-16176,955,50,1000-1200 AD,Oppland,Norway,Charcoal,Børrenøse,Iron production site,Pinus/Betula,Pinus,Vang,61.156,8.743,Alpine
2743,Point,T-4037,970,50,1000-1200 AD,Oppland,Norway,Wood,Gravåhøni,Settlement site,"Pinus, Salix",Salix,Lom,61.7167,8.5333,Alpine
2744,Point,T-4037,970,50,1000-1200 AD,Oppland,Norway,Wood,Gravåhøni,Settlement site,"Pinus, Salix",Pinus,Lom,61.7167,8.5333,Alpine
2745,Point,Beta-221705,890,50,1000-1200 AD,Buskerud,Norway,Charcoal,Moen-Hovet,Iron production site,Betula,Betula,Hol,60.482,8.076,Alpine
2746,Point,T-6275,870,50,1000-1200 AD,Aust-Agder,Norway,Charcoal,Hovden,Iron production site,Betula,Betula,Bykle,59.5667,7.3833,Alpine
2747,Point,Beta-223233,850,50,1000-1200 AD,Buskerud,Norway,Charcoal,Haglebu2,Iron production site,Betula,Betula,Sigdal,60.096,9.461,Boreal
2748,Point,T-17709,815,50,1000-1200 AD,Oppland,Norway,Charcoal,Møsasvøo,Iron production site,Betula,Betula,Øystre Slidre,61.184,9.06,Boreal
2749,Point,Beta-213454,810,50,1000-1200 AD,Aust-Agder,Norway,Charcoal,Hovden,Iron production site,Betula,Betula,Bykle,59.376,6.987,Alpine
2750,Point,T-18887,1020,50,1000-1200 AD,Telemark,Norway,Charcoal,Leirgrav og Holtar,Iron production site,Picea,Picea,Vinje,59.828,8.117,Alpine
2751,Point,T-17561,1010,50,1000-1200 AD,Hedmark,Norway,Charcoal,Gaarder,Iron production site,Pinus,Pinus,Elverum,60.764,10.813,Boreal
2752,Point,T-17725,1010,50,1000-1200 AD,Oppland,Norway,Charcoal,Andsdorfelt,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2753,Point,T-16144,1005,50,1000-1200 AD,Buskerud,Norway,Charcoal,Skare,Iron production site,Pinus,Pinus,Sigdal,60.096,9.461,Boreal
2754,Point,T-18950,995,50,1000-1200 AD,Oppland,Norway,Charcoal,Øvre Gudbr,Iron production site,Picea,Picea,Vang,61.156,8.743,Alpine
2755,Point,Beta-224836,980,50,1000-1200 AD,Hedmark,Norway,Charcoal,Nordbygda,Iron production site,Pinus,Pinus,Løten,60.828,11.369,Boreal
2756,Point,T-18869,975,50,1000-1200 AD,Oppland,Norway,Charcoal,Tørrisheisen,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2757,Point,T-3183,970,50,1000-1200 AD,Aust-Agder,Norway,Charcoal,Brakamo,Iron production site,Pinus,Pinus,Valle,59.208,7.521,Boreal
2758,Point,T-17717,955,50,1000-1200 AD,Oppland,Norway,Charcoal,"Beito, Lepo",Iron production site,Pinus,Pinus,Øystre Slidre,61.184,9.06,Boreal
2759,Point,T-18885,955,50,1000-1200 AD,Telemark,Norway,Charcoal,Leirgrav og Holtar,Iron production site,Pinus,Pinus,Vinje,59.828,8.117,Alpine
2760,Point,T-18424,950,50,1000-1200 AD,Oppland,Norway,Charcoal,ID38138,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2761,Point,T-17564,940,50,1000-1200 AD,Telemark,Norway,Charcoal,Storhaug,Iron production site,Pinus,Pinus,Vinje,59.828,8.117,Alpine
2762,Point,T-15826,935,50,1000-1200 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,"Betulus, Salix caprea",Salix,Åmot,61.137,11.443,Boreal
2763,Point,T-17576,920,50,1000-1200 AD,Telemark,Norway,Charcoal,Storhaug,Iron production site,Pinus,Pinus,Vinje,59.828,8.117,Alpine
2764,Point,T-4243,920,50,1000-1200 AD,Oppland,Norway,Charcoal,Stee,Iron production site,Pinus,Pinus,Vestre Slidre,61.061,8.996,Alpine
2765,Point,T-14270,915,50,1000-1200 AD,Hedmark,Norway,Charcoal,Hagen grustak,Iron production site,Picea,Picea,Elverum,60.764,10.813,Boreal
2766,Point,T-3290,910,50,1000-1200 AD,Aust-Agder,Norway,Charcoal,Brakamo,Iron production site,Pinus,Pinus,Valle,59.208,7.521,Boreal
2767,Point,T-18273,905,50,1000-1200 AD,Oppland,Norway,Charcoal,Jfp.8,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2768,Point,Beta-100483,900,50,1000-1200 AD,Akershus,Norway,Charcoal,Gardermoen,Iron production site,Pinus,Pinus,Ullensaker,60.149,11.196,Boreal
2769,Point,T-19145,890,50,1000-1200 AD,Buskerud,Norway,Charcoal,Jfp.12,Iron production site,Pinus,Pinus,Hol,60.482,8.076,Alpine
2770,Point,T-16908,880,50,1000-1200 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2771,Point,T-19181,875,50,1000-1200 AD,Oppland,Norway,Charcoal,Synnfjell,Iron production site,Pinus,Pinus,Nordre Land,60.879,9.986,Boreal
2772,Point,T-16880,865,50,1000-1200 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2773,Point,T-17832,860,50,1000-1200 AD,Aust-Agder,Norway,Charcoal,Hovden,Iron production site,Picea,Picea,Bykle,59.376,6.987,Alpine
2774,Point,T-18702,750,50,1000-1200 AD,Buskerud,Norway,Charcoal,Haglebu3,Iron production site,Betula,Betula,Sigdal,60.096,9.461,Boreal
2775,Point,T-3091,930,50,1000-1200 AD,Telemark,Norway,Charcoal,Møsstrond,Iron production site,Betula,Betula,Vinje,59.828,8.117,Alpine
2776,Point,T-2866,830,50,1000-1200 AD,Buskerud,Norway,Charcoal,Ustevatn,Iron production site,Betula,Betula,Hol,60.482,8.076,Alpine
2777,Point,T-9950,975,50,1000-1200 AD,Møre og Romsdal,Norway,Charcoal,Nergustølen,Iron production site,Pinus,Pinus,Fræna,62.833,7.228,Atlantic
2778,Point,Beta-79588,920,50,1000-1200 AD,Hedmark,Norway,Charcoal,Furnes allmenning,Iron production site,Pinus,Pinus,Ringsaker,60.954,10.79,Boreal
2779,Point,T-3559,880,50,1000-1200 AD,Telemark,Norway,Charcoal,S11,Iron production site,Pinus,Pinus,Vinje,59.828,8.117,Alpine
2780,Point,Beta-208910,930,50,1000-1200 AD,Buskerud,Norway,Charcoal,"Gjeilo, Søbsjordet",Iron production site,Pinus,Pinus,Hol,60.482,8.076,Alpine
2781,Point,Beta-208909,910,50,1000-1200 AD,Buskerud,Norway,Charcoal,"Gjeilo, Søbsjordet",Iron production site,Pinus,Pinus,Hol,60.482,8.076,Alpine
2782,Point,T-12047,880,50,1000-1200 AD,Hedmark,Norway,Charcoal,V.190,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2783,Point,T-18430,1025,50,1000-1200 AD,Oppland,Norway,Charcoal,ID38136,Iron production site,Pinus,Pinus,Vang,61.156,8.743,Alpine
2784,Point,T-2996,840,50,1000-1200 AD,Hordaland,Norway,Charcoal,Valldalset,Iron production site,Betula,Betula,Odda,60.059,6.561,Atlantic
2785,Point,T-11516,890,50,1000-1200 AD,Hedmark,Norway,Charcoal,F/6,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2786,Point,T-11413,1022,50,1000-1200 AD,Østfold,Norway,Charcoal,Gunnarstorp,Other,Tilia,Tilia,Sarpsborg,59.2167,11.1333,Boreal
2787,Point,Tua-1593,1001,50,1000-1200 AD,Hedmark,Norway,Charcoal,Riskogskoia,Other,Pinus,Pinus,Åmot,62.1667,11.4,Alpine
2788,Point,T-7425,860,50,1000-1200 AD,Buskerud,Norway,Wood,Buvatnet,Other,Pinus,Pinus,Nes,60.65,9.3,Alpine
2789,Point,T-19846,2800,50,1000-800 BC,Østfold,Norway,Charcoal,Stabbetorp,Other,Betula,Betula,Sarpsborg,59.2179,11.115,Boreal
2790,Point,Lus-13556,2785,50,1000-800 BC,Vest-Agder,Norway,Charcoal,"Kleppland 3, E39 Søgne",Other, Corylus,Corylus,Søgne,58.1053,7.8261,Atlantic
2791,Point,Tra-3970,2625,50,1000-800 BC,Østfold,Norway,Charcoal,Grimstad nordre,Settlement site,Pinus,Pinus,Fredrikstad,59.214,11.0592,Boreal
2792,Point,Tua-4635,2705,50,1000-800 BC,Østfold,Norway,Charcoal,Borge Vestre,Settlement site,Betula,Betula,Råde,59.325,10.792,Boreal
2793,Point,Beta-227893,2000,50,1-200 AD,Østfold,Norway,Charcoal,Hauge vestre,Settlement site,"Betula, Sorbus/Prunus",Betula,Fredrikstad,59.2501,10.9948,Boreal
2794,Point,Beta-227893,2000,50,1-200 AD,Østfold,Norway,Charcoal,Hauge vestre,Settlement site,"Betula, Sorbus/Prunus",Prunus/Sorbus,Fredrikstad,59.2501,10.9948,Boreal
2795,Point,Beta-227899,1990,50,1-200 AD,Østfold,Norway,Charcoal,Hauge vestre,Other,"Betula, Corylus, Prunus/Sorbus",Betula,Fredrikstad,59.2501,10.9948,Boreal
2796,Point,Beta-227899,1990,50,1-200 AD,Østfold,Norway,Charcoal,Hauge vestre,Other,"Betula, Corylus, Prunus/Sorbus",Prunus/Sorbus,Fredrikstad,59.2501,10.9948,Boreal
2797,Point,Beta-227899,1990,50,1-200 AD,Østfold,Norway,Charcoal,Hauge vestre,Other,"Betula, Corylus, Prunus/Sorbus",Corylus,Fredrikstad,59.2501,10.9948,Boreal
2798,Point,Tua-1603,1867,50,1-200 AD,Akershus,Norway,Charcoal,Dønnum,Settlement site,Quercus,Quercus,Eidsvoll,60.3,11.2167,Boreal
2799,Point,T-13575,1931,50,1-200 AD,Buskerud,Norway,Charcoal,Veien,Settlement site,Pinus,Pinus,Ringerike,60.1667,9.2167,Boreal
2800,Point,Beta-199508,1960,50,1-200 AD,Vestfold,Norway,Charcoal,Gulli 5,Other,Betula,Betula,Tønsberg,59.3155,10.3715,Boreal
2801,Point,T-4545,1980,50,1-200 AD,Trøndelag,Norway,Charcoal,Navlus,Iron production site,Betula,Betula,Snåsa,64.192,12.733,Alpine
2802,Point,T-7771,1830,50,1-200 AD,Rogaland,Norway,Charcoal,Tagholt,Iron production site,Betula,Betula,Lund,58.463,6.528,Atlantic
2803,Point,Tra-2270,1865,50,1-200 AD,Vestfold,Norway,Charcoal,Hesby 13,Other,Alnus,Alnus,Tønsberg,59.2833,10.3121,Boreal
2804,Point,T-15829,1965,50,1-200 AD,Hedmark,Norway,Charcoal, Fg. 33/R. Gml. markoverflate under voll,Other,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2805,Point,Lus-13117,1915,50,1-200 AD,Østfold,Norway,charcoal,"Dilling, ID216874",Other,Betula,Betula,Rygge,59.3982,10.6984,Boreal
2806,Point,T-17381,1985,50,1-200 AD,Oppland,Norway,Charcoal, ,Other,Alnus,Alnus,Gjøvik,60.835,10.617,Boreal
2807,Point,Lus-12789,2955,50,1200-1000 BC,Vest-Agder,Norway,Charcoal,Homme,Settlement site, Corylus,Corylus,Lindesnes,58.0646,7.2936,Atlantic
2808,Point,Beta-242408,840,50,1200-1400 AD,Hedmark,Norway,Charcoal,Sjurderud,Iron production site,"Betula, (Pinus)",Betula,Våler,60.746,11.912,Boreal
2809,Point,Beta-242408,840,50,1200-1400 AD,Hedmark,Norway,Charcoal,Sjurderud,Iron production site,"Betula, (Pinus)",Pinus,Våler,60.746,11.912,Boreal
2810,Point,Beta-199540,780,50,1200-1400 AD,Vestfold,Norway,Charcoal,Gulli 5,Other,"Quercus, Betula, Pinus",Betula,Tønsberg,59.3155,10.3715,Boreal
2811,Point,Beta-199540,780,50,1200-1400 AD,Vestfold,Norway,Charcoal,Gulli 5,Other,"Quercus, Betula, Pinus",Quercus,Tønsberg,59.3155,10.3715,Boreal
2812,Point,Beta-199540,780,50,1200-1400 AD,Vestfold,Norway,Charcoal,Gulli 5,Other,"Quercus, Betula, Pinus",Pinus,Tønsberg,59.3155,10.3715,Boreal
2813,Point,T-3093,840,50,1200-1400 AD,Telemark,Norway,Charcoal,id 87757,Iron production site,Betula/Pinus,Pinus,Vinje,59.828,8.117,Alpine
2814,Point,Beta-242246,730,50,1200-1400 AD,Vestfold,Norway,Charcoal,Røren med Linnom,Other,"Betula, Corylus",Betula,Tønsberg,59.295,10.401,Boreal
2815,Point,Beta-242246,730,50,1200-1400 AD,Vestfold,Norway,Charcoal,Røren med Linnom,Other,"Betula, Corylus",Corylus,Tønsberg,59.295,10.401,Boreal
2816,Point,T-7912,570,50,1200-1400 AD,Oppland,Norway,Charcoal,Dokkfløyvatn,Other,"Betula, Pinus",Betula,Gausdal,61.1667,9.95,Alpine
2817,Point,T-7912,570,50,1200-1400 AD,Oppland,Norway,Charcoal,Dokkfløyvatn,Other,"Betula, Pinus",Pinus,Gausdal,61.1667,9.95,Alpine
2818,Point,Beta-199516,670,50,1200-1400 AD,Vestfold,Norway,Charcoal,Gulli 5,Other,"Betula, Pinus",Betula,Tønsberg,59.3155,10.3715,Boreal
2819,Point,Beta-199516,670,50,1200-1400 AD,Vestfold,Norway,Charcoal,Gulli 5,Other,"Betula, Pinus",Pinus,Tønsberg,59.3155,10.3715,Boreal
2820,Point,Beta-199522,820,50,1200-1400 AD,Vestfold,Norway,Charcoal,Gulli 5,Other,"Pinus, Quercus",Quercus,Tønsberg,59.3155,10.3715,Boreal
2821,Point,Beta-199522,820,50,1200-1400 AD,Vestfold,Norway,Charcoal,Gulli 5,Other,"Pinus, Quercus",Pinus,Tønsberg,59.3155,10.3715,Boreal
2822,Point,T-6990,850,50,1200-1400 AD,Aust-Agder,Norway,Charcoal,Jfp.23,Iron production site,Picea,Picea,Bykle,59.376,6.987,Alpine
2823,Point,Beta-213445,740,50,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden,Iron production site,Betula,Betula,Bykle,59.376,6.987,Alpine
2824,Point,T-16874,840,50,1200-1400 AD,Hedmark,Norway,Charcoal,Gråfjellet,Iron production site,Pinus,Pinus,Åmot,61.137,11.443,Boreal
2825,Point,T-19144,840,50,1200-1400 AD,Buskerud,Norway,Charcoal,Jfp.12,Iron production site,Pinus,Pinus,Hol,60.482,8.076,Alpine
2826,Point,T-4687,840,50,1200-1400 AD,Aust-Agder,Norway,Charcoal,Jfp.29,Iron production site,Pinus,Pinus,Bykle,59.376,6.987,Alpine
2827,Point,Beta-245573,730,50,1200-1400 AD,Telemark,Norway,Charcoal,Kvit1,Iron production site,Betula,Betula,Kviteseid,59.39,8.468,Boreal
2828,Point,T-2737,720,50,1200-1400 AD,Aust-Agder,Norway,Charcoal,Hovden,Iron production site,Betula,Betula,Bykle,59.376,6.987,Alpine
2829,Point,T-15149,830,50,1200-1400 AD,Hordaland,Norway,Charcoal,Seljestad,Iron production site,Pinus,Pinus,Odda,60.059,6.561,Atlantic
2830,Point,Beta-103370,810,50,1200-1400 AD,Oppland,Norway,Charcoal,Olimb,Iron production site,Picea,Picea,Jevnaker,60.242,10.416,Boreal
2831,Point,T-9553,695,50,1200-1400 AD,Telemark,Norway,Charcoal,Ø. Hauge,Iron production site,Betula,Betula,Kviteseid,59.39,8.468,Boreal
